Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score
CLM001406,CUST002776,POL0005259,62,Female,South,Health,4777.26,45161.74,17464.59,Medical,657
CLM001412,CUST019614,POL0387350,42,Male,West,Auto,3706.4,78370.7,1139.47,Medical,554
CLM001416,CUST001927,POL0688856,36,Female,West,Auto,3547.22,47289.08,39201.55,Medical,704
CLM001421,CUST016022,POL0870455,62,Female,South,Health,3909.59,72646.53,9279.02,Accident,359
CLM001427,CUST002964,POL0615269,27,Male,North,Auto,2001.44,29698.73,37733.29,Accident,479
CLM001435,CUST018995,POL0354369,25,Male,North,Health,1724.13,41491.77,32223.95,Medical,505
CLM001437,CUST000006,POL0445711,57,Female,East,Health,254.03,97557.78,21856.39,Theft,651
CLM001450,CUST016104,POL0648032,56,Male,North,Auto,1116.51,72393.31,37169.35,Medical,836
CLM001451,CUST002359,POL0667018,42,Male,West,Auto,1399.08,60449.29,17850.4,Property,817
CLM001457,CUST017539,POL0172529,32,Male,East,Home,2542.25,73404.91,46693.94,Property,695
CLM001459,CUST006176,POL0736864,79,Female,North,Auto,4519.85,62611.84,13351.41,Theft,660
CLM001470,CUST013389,POL0639257,55,Female,North,Auto,286.97,34477.1,25629.35,Property,680
CLM001472,CUST006489,POL0703726,43,Male,North,Home,2894.01,19765.3,29382.38,Property,652
CLM001474,CUST016737,POL0040615,43,Female,East,Health,1596.39,17153.23,17285.89,Accident,408
CLM001493,CUST007770,POL0811979,64,Male,South,Health,3470.21,70353.2,13406.67,Medical,829
CLM001497,CUST019202,POL0220214,30,Female,South,Health,3286.52,48986.78,32444.36,Property,814
CLM001511,CUST017829,POL0674473,30,Male,West,Life,3619.22,68151.18,11658.94,Theft,457
CLM001521,CUST011249,POL0117402,28,Male,South,Life,2355.44,58297.54,34777.27,Property,752
CLM001533,CUST019077,POL0094851,69,Male,North,Home,2415.1,65870.18,30843.64,Medical,601
CLM001535,CUST012208,POL0592101,61,Female,West,Health,3195.01,56233.99,24367.32,Property,613
CLM001537,CUST019246,POL0797456,29,Male,West,Home,2737.64,86226.27,27389.87,Medical,400
CLM001540,CUST000939,POL0530862,38,Male,South,Auto,1066.58,14997.96,7104.72,Medical,751
CLM001541,CUST009186,POL0075299,79,Female,North,Health,2706.41,86661.72,46569.13,Theft,714
CLM001551,CUST000237,POL0895748,66,Male,East,Auto,1972.15,86590.09,10696.55,Medical,725
CLM001564,CUST000513,POL0889286,19,Male,West,Life,2610.13,60142.09,47416.5,Accident,377
CLM001570,CUST019169,POL0020777,68,Female,East,Life,1282.66,30410.19,35548.03,Property,625
CLM001577,CUST003009,POL0893695,43,Male,South,Auto,407.59,42304.29,15851.18,Property,372
CLM001585,CUST002953,POL0381657,63,Male,West,Home,3602.55,25321.12,15418.44,Property,467
CLM001597,CUST015880,POL0844420,26,Male,East,Life,3785.5,44842.79,39497.05,Theft,388
CLM001599,CUST012826,POL0109142,48,Male,West,Home,2544.98,69998.6,42144.62,Property,510
CLM001602,CUST001561,POL0715204,76,Female,North,Health,2581.03,21664.13,16374.69,Property,633
CLM001606,CUST000309,POL0276875,54,Female,North,Life,3665.93,63028.37,46490.57,Accident,435
CLM001610,CUST019621,POL0710345,28,Male,North,Home,4178.1,51979.89,625.71,Property,803
CLM001611,CUST005478,POL0860339,38,Female,North,Health,2627.27,67755.05,36266.54,Property,639
CLM001613,CUST006792,POL0783978,62,Female,South,Health,3851.21,31436.63,37966.1,Accident,360
CLM001620,CUST015182,POL0814004,49,Female,South,Life,2580.34,81596.03,42583.42,Medical,656
CLM001624,CUST000042,POL0604197,22,Male,South,Health,2653.28,88153.5,3852.35,Property,346
CLM001636,CUST002534,POL0612487,45,Female,North,Life,2195.37,20833.04,39374.84,Property,625
CLM001638,CUST007961,POL0138431,75,Female,West,Auto,1607.56,86739.08,43017.08,Medical,358
CLM001640,CUST010774,POL0771635,19,Male,East,Life,4590.4,49783.89,7745.19,Theft,360
CLM001641,CUST017875,POL0521361,79,Male,South,Home,1696.02,43256.28,25217.14,Medical,611
CLM001643,CUST009910,POL0707025,75,Male,East,Health,2290.17,39211.74,46980.8,Medical,817
CLM001644,CUST000151,POL0459879,19,Male,South,Auto,1972.09,57800.39,47014.61,Property,301
CLM001648,CUST005274,POL0672801,43,Female,North,Life,652.36,95757.92,35065.14,Accident,624
CLM001668,CUST001723,POL0495400,43,Male,East,Life,4940.04,37150.87,29459.39,Accident,411
CLM001670,CUST002524,POL0070696,78,Male,North,Auto,4919.43,88185.96,16746.58,Theft,585
CLM001673,CUST012455,POL0641467,28,Female,North,Health,1549.88,68750.04,18931.21,Theft,478
CLM001676,CUST008204,POL0404156,35,Male,North,Home,1582.78,11445.77,14503.69,Property,831
CLM001682,CUST017898,POL0232953,62,Female,East,Life,4394.04,65131.2,5966.35,Theft,602
CLM001683,CUST013455,POL0718932,65,Female,South,Health,1071.46,5385.1,12011.48,Medical,534
CLM001685,CUST013313,POL0794272,36,Female,West,Auto,2178.04,30118.94,27095.57,Property,698
CLM001686,CUST001370,POL0852057,78,Male,North,Home,4915.45,82335.8,35848.09,Medical,430
CLM001692,CUST006411,POL0711827,61,Male,West,Auto,3480.02,84059.18,16189.23,Accident,414
CLM001695,CUST001873,POL0255702,61,Female,West,Life,2854.34,61330.56,37323.17,Theft,636
CLM001696,CUST003381,POL0425416,71,Female,East,Health,2679.68,64095.68,14315.42,Property,849
CLM001700,CUST001567,POL0677929,50,Male,South,Life,1872.66,89895.13,49566.21,Medical,612
CLM001718,CUST016149,POL0839540,50,Female,North,Home,3432.92,90536.47,32708.63,Theft,590
CLM001721,CUST013839,POL0449350,64,Female,East,Health,3258.59,67612.74,35884.17,Medical,601
CLM001724,CUST016670,POL0517572,43,Male,South,Home,1224.99,41289.49,3388.86,Property,562
CLM001727,CUST013673,POL0889580,74,Female,South,Health,372.14,35000.64,18917.83,Medical,673
CLM001737,CUST014089,POL0598866,19,Female,West,Home,1935.31,75964.54,17583.09,Accident,747
CLM001738,CUST001654,POL0465498,72,Male,West,Life,637.16,37577.42,18705.99,Accident,803
CLM001747,CUST010378,POL0802046,45,Male,North,Life,3837.33,49144.72,15661.79,Accident,821
CLM001749,CUST001114,POL0623637,18,Female,North,Auto,1616.51,53132.45,19801.29,Accident,710
CLM001757,CUST004176,POL0105977,64,Female,East,Home,1645.56,98495.66,30633.83,Accident,316
CLM001758,CUST011629,POL0666803,26,Male,South,Auto,709.03,62293.17,24937.47,Theft,806
CLM001764,CUST009438,POL0768696,47,Male,South,Health,2322.0,22070.8,46380.64,Theft,673
CLM001773,CUST017234,POL0004942,45,Female,West,Life,1425.78,14244.0,29426.58,Theft,790
CLM001782,CUST007672,POL0852937,51,Female,East,Home,2749.48,10901.9,24669.13,Accident,628
CLM001784,CUST000551,POL0766861,27,Male,West,Life,3918.97,38251.25,38255.28,Accident,331
CLM001787,CUST012237,POL0374468,59,Female,West,Home,2181.44,17386.1,27309.5,Medical,691
CLM001797,CUST019130,POL0219285,68,Male,North,Auto,771.94,67645.77,17612.48,Property,520
CLM001798,CUST006218,POL0873493,31,Male,South,Life,1683.0,40828.44,24933.82,Medical,808
CLM001806,CUST006295,POL0880478,60,Female,West,Home,4809.5,40467.31,17521.0,Theft,718
CLM001808,CUST016076,POL0541974,28,Female,North,Life,402.33,79987.94,6077.11,Theft,363
CLM001809,CUST002158,POL0009265,78,Male,East,Home,2310.36,67039.87,42716.91,Theft,385
CLM001818,CUST013999,POL0182723,27,Female,West,Auto,758.31,47839.82,4211.72,Medical,309
CLM001820,CUST003171,POL0881295,42,Female,South,Health,1238.45,51261.71,27779.53,Accident,839
CLM001831,CUST013253,POL0492549,71,Female,South,Life,4328.9,63004.2,31001.05,Accident,724
CLM001837,CUST008932,POL0505965,35,Female,West,Health,3079.52,37330.17,41030.96,Theft,610
CLM001841,CUST002963,POL0553594,77,Male,North,Auto,2980.86,7409.89,47792.57,Medical,608
CLM001844,CUST013775,POL0131682,46,Male,North,Life,3324.14,83113.08,40139.67,Accident,471
CLM001851,CUST002438,POL0253218,43,Male,North,Life,1872.77,47710.21,41250.36,Property,724
CLM001855,CUST008928,POL0135050,25,Female,East,Home,2392.51,92083.08,5425.74,Theft,827
CLM001856,CUST014455,POL0325795,19,Female,South,Health,3218.59,15605.62,3685.21,Medical,509
CLM001858,CUST018362,POL0025980,32,Male,West,Home,2370.19,53987.46,1502.66,Accident,575
CLM001859,CUST009399,POL0258812,26,Female,West,Life,388.98,96343.47,35337.56,Accident,566
CLM001861,CUST014137,POL0590358,65,Male,South,Life,3645.03,96078.61,45035.29,Medical,322
CLM001865,CUST005255,POL0158967,34,Male,West,Home,507.22,22301.01,31743.53,Property,339
CLM001885,CUST004912,POL0149943,35,Female,North,Health,549.78,87342.4,8239.51,Theft,348
CLM001888,CUST018899,POL0227330,31,Male,West,Home,595.18,70946.16,38641.78,Property,559
CLM001894,CUST014593,POL0676535,67,Male,North,Health,503.63,64700.77,23651.85,Medical,574
CLM001899,CUST010852,POL0771194,33,Male,North,Health,960.09,96609.17,33444.35,Theft,401
CLM001905,CUST019856,POL0310634,74,Female,East,Auto,2223.98,30799.44,17744.53,Property,664
CLM001909,CUST012017,POL0094200,63,Male,North,Auto,3527.62,26695.52,45360.16,Medical,505
CLM001919,CUST007025,POL0335982,22,Female,East,Health,3477.57,73985.31,49279.53,Medical,826
CLM001924,CUST011554,POL0442546,70,Female,East,Auto,261.19,12733.93,28104.42,Medical,489
CLM001929,CUST001678,POL0432801,27,Male,East,Auto,1509.31,22587.91,19938.06,Theft,387
CLM001932,CUST003907,POL0244049,66,Male,North,Auto,3036.77,91291.71,22688.38,Accident,674
CLM001939,CUST015645,POL0157357,66,Male,West,Home,1771.77,10292.57,39383.64,Accident,393
CLM001940,CUST002188,POL0288230,37,Female,West,Health,2366.8,89662.11,26092.36,Medical,723
CLM001942,CUST008412,POL0188459,77,Female,East,Life,2399.05,16729.57,12679.5,Theft,680
CLM001950,CUST014524,POL0868888,59,Female,North,Health,4143.53,14396.37,29918.03,Medical,565
CLM001951,CUST005816,POL0685165,50,Female,North,Life,1245.49,69134.3,5193.05,Theft,318
CLM001953,CUST012409,POL0343518,25,Male,East,Auto,490.52,60841.61,49627.8,Accident,517
CLM001954,CUST012455,POL0133707,37,Female,North,Health,1449.65,28771.77,5703.97,Accident,683
CLM001955,CUST008631,POL0739908,49,Male,East,Home,3890.43,21727.07,47926.79,Theft,831
CLM001957,CUST009275,POL0738493,26,Male,West,Life,3016.24,33974.11,29403.87,Property,846
CLM001967,CUST017369,POL0072085,21,Male,South,Home,2432.23,95084.65,10390.12,Accident,494
CLM001978,CUST006099,POL0145647,79,Male,West,Home,2691.45,98879.93,37207.35,Theft,369
CLM001981,CUST019199,POL0109166,24,Female,West,Health,1198.53,55080.26,13718.56,Theft,374
CLM001983,CUST018147,POL0682356,27,Female,North,Home,3958.77,54658.52,23165.64,Accident,818
CLM001984,CUST017435,POL0489481,52,Male,North,Home,1681.07,15208.3,19252.96,Property,574
CLM002018,CUST014277,POL0727661,78,Male,East,Health,2855.64,54293.75,1899.88,Medical,829
CLM002024,CUST012692,POL0572104,24,Female,West,Auto,569.96,76069.7,23681.51,Medical,442
CLM002030,CUST001841,POL0060468,76,Male,East,Health,3823.84,52512.55,46072.87,Accident,570
CLM002033,CUST019973,POL0732878,29,Male,East,Home,1849.08,88574.88,35840.26,Medical,524
CLM002045,CUST004451,POL0556741,75,Male,East,Health,1958.12,32151.95,43232.76,Medical,826
CLM002046,CUST007157,POL0004208,23,Female,South,Auto,3395.51,44964.79,12421.99,Medical,425
CLM002050,CUST005643,POL0619994,32,Male,West,Auto,1690.59,27849.56,16420.26,Property,398
CLM002051,CUST006937,POL0594695,64,Male,North,Life,4517.86,35471.31,3289.65,Accident,791
CLM002057,CUST004470,POL0853772,63,Male,East,Auto,2971.35,56314.08,29758.06,Property,603
CLM002065,CUST015290,POL0179751,66,Male,East,Home,1627.34,60136.95,45653.99,Theft,613
CLM002066,CUST017180,POL0702326,55,Male,South,Health,2869.71,85738.78,42846.05,Accident,777
CLM002084,CUST019771,POL0057821,56,Male,North,Life,2583.8,36344.31,16402.36,Theft,551
CLM002093,CUST012139,POL0211578,22,Female,North,Auto,3108.61,41696.47,41914.81,Medical,391
CLM002101,CUST015991,POL0211884,33,Male,West,Health,1466.11,43523.78,20713.87,Accident,622
CLM002103,CUST003582,POL0741225,64,Female,West,Home,3184.05,86757.74,48108.03,Accident,552
CLM002117,CUST000058,POL0277406,21,Female,North,Health,3429.14,44432.67,18057.45,Accident,746
CLM002119,CUST000237,POL0166572,26,Female,North,Life,2705.0,68541.09,35576.47,Theft,696
CLM002121,CUST003726,POL0638699,46,Female,South,Life,2031.9,78446.76,45309.01,Theft,695
CLM002126,CUST011681,POL0820659,52,Female,North,Auto,1172.51,99205.72,14326.2,Accident,460
CLM002130,CUST001836,POL0001383,48,Male,East,Auto,1293.18,23968.77,3043.42,Medical,484
CLM002139,CUST012523,POL0788019,64,Male,North,Health,2656.77,11706.03,17139.44,Medical,780
CLM002140,CUST018946,POL0072970,74,Female,South,Home,3800.52,78696.19,42444.08,Property,480
CLM002141,CUST013231,POL0364043,59,Female,North,Home,4512.91,8134.48,31424.94,Theft,419
CLM002143,CUST014247,POL0528516,30,Female,West,Life,1017.55,9202.95,26016.94,Property,583
CLM002150,CUST013882,POL0792532,37,Female,South,Life,3965.77,50684.5,47147.24,Accident,387
CLM002161,CUST018565,POL0529088,40,Male,East,Home,2585.95,48359.36,6685.22,Accident,778
CLM002167,CUST013414,POL0351040,31,Female,South,Auto,1593.66,46594.36,22693.79,Property,428
CLM002178,CUST004132,POL0271812,56,Female,North,Auto,3466.78,71482.3,18885.91,Accident,409
CLM002180,CUST011656,POL0289610,35,Female,West,Home,4596.4,76958.72,28871.13,Medical,365
CLM002186,CUST011541,POL0793658,67,Female,West,Health,4855.13,27252.78,23842.27,Theft,470
CLM002188,CUST002628,POL0671579,60,Male,West,Life,2082.63,21219.34,39177.01,Accident,340
CLM002196,CUST014913,POL0483955,48,Female,East,Life,4661.89,42268.58,48340.78,Medical,618
CLM002197,CUST000078,POL0719592,18,Female,North,Home,4188.89,64279.42,18732.74,Property,391
CLM002206,CUST007087,POL0244732,64,Female,West,Home,475.9,35576.76,45842.19,Theft,570
CLM002210,CUST005298,POL0105816,76,Male,East,Life,4032.09,45679.44,40836.36,Medical,353
CLM002222,CUST013928,POL0169703,47,Female,South,Home,480.89,79038.07,20017.02,Theft,415
CLM002225,CUST014086,POL0037369,19,Male,West,Home,3128.59,42044.39,26329.01,Property,565
CLM002230,CUST009079,POL0031382,75,Female,South,Life,977.17,92416.75,40288.78,Theft,378
CLM002231,CUST016806,POL0040508,60,Female,West,Auto,3297.87,14228.49,16829.75,Accident,329
CLM002235,CUST015287,POL0078733,25,Female,North,Auto,1525.36,69889.11,5811.25,Accident,354
CLM002245,CUST001669,POL0574253,68,Male,West,Life,309.88,15134.17,23457.85,Accident,408
CLM002246,CUST004718,POL0606665,59,Male,East,Health,1855.32,77293.84,27492.31,Accident,751
CLM002247,CUST012195,POL0821587,35,Female,East,Auto,1653.34,29576.39,9459.55,Accident,422
CLM002250,CUST016251,POL0143968,54,Female,North,Life,2056.58,8064.56,39514.45,Theft,458
CLM002257,CUST016719,POL0685713,28,Female,East,Health,3983.29,5325.96,32080.6,Medical,666
CLM002258,CUST012459,POL0096858,39,Female,East,Auto,3962.64,91208.41,4051.29,Medical,720
CLM002262,CUST019688,POL0155843,77,Female,West,Life,928.93,11109.32,44961.79,Medical,391
CLM002264,CUST014795,POL0819096,43,Male,West,Health,2295.62,39526.61,49202.46,Medical,551
CLM002268,CUST003642,POL0754805,54,Female,West,Health,2840.61,37854.94,32450.57,Property,623
CLM002274,CUST001675,POL0861165,19,Female,East,Health,2176.15,75685.09,5063.61,Property,803
CLM002276,CUST019963,POL0400411,39,Male,East,Life,236.54,61926.2,34465.89,Theft,311
CLM002277,CUST005500,POL0758526,52,Male,South,Life,1161.41,26073.77,13891.04,Theft,383
CLM002288,CUST019987,POL0393709,40,Male,West,Life,2269.34,61506.59,42680.94,Accident,844
CLM002289,CUST009829,POL0287593,67,Female,South,Life,4426.58,60072.35,12430.84,Theft,391
CLM002292,CUST003390,POL0169249,33,Male,South,Life,693.29,17404.86,505.59,Accident,756
CLM002302,CUST002360,POL0873396,31,Female,West,Life,3850.91,66725.26,30632.89,Medical,627
CLM002306,CUST012954,POL0425021,62,Male,North,Health,972.14,29537.88,16591.48,Accident,388
CLM002309,CUST007116,POL0007814,49,Male,East,Auto,3252.03,62937.12,20144.93,Property,444
CLM002319,CUST016705,POL0630599,62,Male,North,Health,3156.08,69754.64,37326.6,Medical,368
CLM002321,CUST012569,POL0330528,50,Male,North,Home,1726.34,92673.87,23949.06,Property,605
CLM002326,CUST011014,POL0271811,51,Female,West,Health,2665.27,40109.55,46962.66,Accident,745
CLM002336,CUST013647,POL0578631,73,Male,West,Health,3684.03,44803.18,14607.29,Accident,827
CLM002340,CUST008384,POL0741425,23,Male,West,Auto,4129.53,99311.6,20052.14,Theft,307
CLM002345,CUST014677,POL0745829,28,Female,North,Life,378.52,86051.17,39380.79,Property,726
CLM002347,CUST000081,POL0172318,28,Female,South,Home,4906.44,76078.84,6443.38,Theft,660
CLM002355,CUST013818,POL0455386,58,Male,South,Life,2508.4,9839.35,18724.75,Property,722
CLM002356,CUST000541,POL0370168,25,Male,East,Auto,953.11,37528.76,28757.53,Medical,812
CLM002359,CUST008412,POL0880662,19,Male,North,Health,1129.87,53413.54,11982.88,Accident,773
CLM002362,CUST009816,POL0357308,19,Female,East,Life,1272.45,49308.4,10742.08,Theft,794
CLM002365,CUST017217,POL0192312,37,Female,South,Health,4850.91,17564.02,34217.57,Property,748
CLM002375,CUST017664,POL0278201,64,Female,West,Auto,1681.18,20368.71,27815.76,Theft,584
CLM002380,CUST005216,POL0509217,18,Male,East,Life,3311.87,62077.97,27870.18,Accident,333
CLM002387,CUST008278,POL0694748,54,Male,South,Auto,3709.83,78258.72,17951.81,Medical,770
CLM002393,CUST019016,POL0300205,57,Male,South,Health,4705.77,51601.2,3119.25,Medical,651
CLM002396,CUST015878,POL0776033,57,Male,West,Life,2860.32,74265.32,26095.18,Medical,392
CLM002405,CUST018922,POL0629350,45,Male,West,Home,2535.85,39788.6,5041.31,Accident,424
CLM002406,CUST007007,POL0228725,53,Female,West,Health,1953.61,54469.68,2737.25,Theft,503
CLM002407,CUST001412,POL0863042,25,Female,West,Home,843.32,54743.14,30038.4,Property,602
CLM002410,CUST006570,POL0121418,24,Female,South,Auto,2809.18,74928.53,3521.63,Theft,573
CLM002414,CUST000969,POL0628185,38,Female,North,Health,4105.68,82110.02,18259.07,Accident,684
CLM002420,CUST006433,POL0554882,78,Male,East,Health,3671.77,56656.78,39428.72,Accident,687
CLM002428,CUST005612,POL0223495,30,Male,East,Health,4507.11,42080.65,26343.92,Property,844
CLM002433,CUST006302,POL0218323,31,Male,South,Auto,3679.58,97029.41,17371.78,Theft,735
CLM002446,CUST011567,POL0628734,29,Female,East,Life,4184.31,44410.19,36490.69,Medical,653
CLM002448,CUST007657,POL0841099,59,Female,West,Home,4380.42,21304.44,23278.73,Theft,404
CLM002450,CUST005294,POL0682481,79,Female,South,Auto,3930.39,86183.79,49611.6,Accident,657
CLM002451,CUST016701,POL0692033,75,Male,South,Life,1312.25,63142.49,21206.53,Medical,667
CLM002455,CUST005187,POL0784845,62,Male,South,Home,955.79,10486.34,33770.52,Theft,710
CLM002457,CUST001243,POL0000407,43,Male,North,Life,2664.9,95316.46,30953.95,Accident,833
CLM002458,CUST004066,POL0242053,62,Female,South,Life,201.01,47676.92,1013.05,Medical,825
CLM002466,CUST008122,POL0804556,50,Male,North,Auto,789.96,99886.24,42679.89,Accident,375
CLM002467,CUST009843,POL0003942,33,Female,East,Health,366.54,78738.1,39337.5,Medical,313
CLM002468,CUST012606,POL0717886,46,Male,North,Auto,2044.3,53389.36,38678.46,Medical,391
CLM002471,CUST004460,POL0126412,60,Female,North,Life,1273.57,55485.27,28250.72,Accident,306
CLM002472,CUST008521,POL0404284,77,Female,East,Life,3609.65,25086.44,21944.78,Property,558
CLM002479,CUST013250,POL0693431,76,Male,North,Home,2124.9,6914.53,27575.64,Accident,399
CLM002493,CUST001214,POL0312033,26,Male,West,Life,4044.07,20115.48,40203.44,Accident,395
CLM002495,CUST019771,POL0818918,64,Male,East,Auto,2680.02,55759.35,9247.82,Property,772
CLM002496,CUST003505,POL0490015,26,Female,South,Home,2752.79,10773.16,27265.65,Property,688
CLM002501,CUST004375,POL0863483,23,Male,North,Home,4253.28,38118.63,45913.88,Property,748
CLM002505,CUST008191,POL0419551,18,Female,South,Life,305.88,7568.4,40789.61,Medical,396
CLM002510,CUST014320,POL0637217,39,Female,West,Life,254.27,73277.38,47672.5,Property,443
CLM002511,CUST017800,POL0634479,36,Female,West,Life,2284.99,72598.57,27190.73,Theft,786
CLM002514,CUST007457,POL0331030,40,Female,South,Health,2932.96,63278.5,26370.82,Accident,313
CLM002523,CUST005955,POL0431974,47,Male,East,Life,3814.8,61376.93,46785.03,Property,336
CLM002531,CUST002509,POL0640403,18,Male,West,Auto,4440.69,22847.67,40564.02,Theft,514
CLM002532,CUST017522,POL0087912,69,Female,South,Auto,2538.49,59083.45,33005.2,Theft,641
